Calidad,Ciudad,Complemento,Costo Fijo,Costo Variable por  {size1Alias},Código de la Ubicación,Código Postal,Descripción,Dirección,Distrito,Días de Entrega,Email,Estado,Fecha de Geocodificación,Fecha de la última modificación,Habilitado,Huso horario,ID de Tax,Instrucciones,Latitud,Longitud,Organización,Pais,Radio de Entrega,Tel. 1,Tel. 2,Tiempo de Servicio Fijo con ayudante,Tiempo de Servicio Fijo sin ayudante,Tiempo de Servicio Variable con ayudante,Tiempo de Servicio Variable sin ayudante,Tiene Geocerca,Tipo,Tipos de Tiempo de Servicio,Tipos de Ventana de Servicio,Última modificación por,id
,,,,,0600402975,,MELBA RUBIO,JARDIN UNION 17 36000 GUANAJUATO,,"S,M,W,F",,,,2024-12-05 02:07:55,true,,,,21.01608609,-101.2521953,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138055
MANUAL,,,,,0600400423,,LUCIA HERRERA SANCHEZ,CINCO SEÑORES 24 36000 GUANAJUATO,,"S,M,W,F",,,2024-04-13 09:04:17,2024-04-16 00:49:03,true,,,,21.019071,-101.255158,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142084
,,,,,0620133559,,GRUPO AFECTO SA DE CV,POSITOS 33 36100 GUANAJUATO,,"S,M,W,R,F",,,,2024-10-19 01:35:32,true,,,,21.0179534,-101.2546079,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1145324
,,,,,0620047051,,BEATRIZ PARRA VAZQUEZ,"CJON QUEGRADITA 63, B13 36000 SIREL",,"S,M,W,F,S",,,,2023-03-16 01:04:15,true,,,,21.01935898,-101.2549589,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmresequence,1138089
MANUAL,,,,,0620219907,,VINO Y DESTILADOS DE MEXICO,"CALLE ALAMEDA 39, B 36000 GUANAJUATO",,"S,M,W,R,F",,,2021-09-14 22:35:11,2024-12-28 02:02:36,true,Mexico/General,,,21.0172183,-101.2510117,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1177923
,,,,,0610042721,,MARTHA RAMIREZ LOZANO,SAN JOSE DE TRANSITO S/N 36000 GUANAJUATO,,"S,M,T,W,F,S",,,,2024-10-23 23:05:08,true,,,,20.92935744,-101.3332789,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1140636
MANUAL,,,,,0620175500,,BERTA RAMIREZ LOZANO,CALLE SAN JOSE DE TRANSITO 31 36263 GUANAJUATO,,"S,M,W,F",,,2022-05-14 10:15:31,2024-10-16 23:00:57,true,,,,20.9310042,-101.3326707,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1145770
,,,,,0620194920,,GUILLERMINA VALENZUELA ANAYA,CALLE APASEO EL ALTO 5 36260 GUANAJUATO,,"S,M,W,R,F",,,,2022-05-19 21:21:02,true,,,,20.95500318,-101.3189072,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1143005
,,,,,0620079550,,ADAN RAMIREZ LOZANO,CALLE SAN JOSE DE TRANSITO SN 36263 Guanajuato,,"S,M,W,F",,,,2024-10-15 00:22:06,true,,,,20.93142348,-101.3325465,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1143581
,,,,,0620177119,,DESAYUNOS PABLOS,CARRETERA CARRETERA GTP JUV RO 36259 GUANAJUATO,,"S,M,W,R,F",,,,2024-10-15 00:22:08,true,,,,20.96109175,-101.2727505,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135922
,,,,,0620128919,,JUAN CARLOS MONTIEL CASTILLO,C ROBLE 5 36254 GUANAJUATO,,"S,M,W,F",,,,2025-05-06 01:16:06,true,,,,20.94986801,-101.2818544,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142569
,,,,,0620160654,,MARGARITA GUERRERO TORRES,CARRETERA CARRETERA GTO JUVENT 36259 GUANAJUATO,,"S,M,T,W,F,S",,,,2024-11-21 00:16:38,true,,,,20.96108673,-101.2728642,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142200
,,,,,0600403545,,JOSE LOPEZ MOLINA,CALLE POB PRESA PUENTECILLAS 6 36000 GUANAJUATO,,"S,M,T,W,R,F",,,,2024-10-19 01:36:09,true,,,,20.9573701,-101.2815165,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1136603
MANUAL,,,,,0610059780,,GLORIA ANGELICA SANCHEZ RODRIG,PRIV. GARAMBULLO 8 36000 GUANAJUATO,,"S,M,W,R,F",,,2022-02-01 15:11:55,2022-05-19 21:20:26,true,,,,20.96413385,-101.2721335,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138453
,,,,,0620179522,,COMEDOR VW,BOULEVARD MINERAL VALENCIANA 6 36270 SILAO DE LA VICTORIA,,"S,M,W,R,F,S",,,,2022-05-19 21:21:22,true,,,,21.01214548,-101.4730719,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1145953
,,,,,0620182051,,MARIA ISABEL HERNANDEZ ARRIAGA,PRIVADA REFUGIO DE LOS SAUCES 36100 SILAO DE LA VICTORIA,,"S,M,W,R,F,S",,,,2022-05-19 21:20:53,true,,,,21.00555678,-101.5267045,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1141901
,,,,,0620215812,,FARMACIA SAN ANTONIO,CALLE CAMINO REAL 4 36270 SILAO DE LA VICTORIA,,"S,M,W,F",,,,2024-12-28 02:02:44,true,,,,20.98490998,-101.4907602,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1136262
,,,,,0600501691,,J JESUS RAMOS RODRIGUEZ,CALLE PRINCIPAL 48 48 36270 SILAO DE LA VICTORIA,,"S,M,W,R,F",,,,2022-05-19 21:20:41,true,,,,21.0080975,-101.5032055,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1140193
,,,,,0620141482,,AGUSTIN DIEGO CRUZ,REFUGIO DE LOS SAUCES 101 36270 SILAO,,"S,M,W,R,F,S",,,,2022-05-19 21:20:31,true,,,,21.00546494,-101.527234,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139104
,,,,,0600503867,,JUAN SILVA ZARAGOZA,CALLE BRONCE 7A 36270 SILAO,,"S,M,T,W,F,S",,,,2025-04-17 00:12:14,true,,,,20.98350691,-101.4937912,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142460
MANUAL,,,,,0620160794,,FORRAJERA LOS BARCOS,CALLE MEXICO 400 37603 SAN FELIPE,,"M,W,R,F,S",,,2024-03-25 16:51:41,2024-03-25 16:51:41,true,,,,21.30716717,-101.2491093,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,MX03603402,1145778
MANUAL,,,,,0600801410,,MA DE LA LUZ ORTEGA BARCO,CALLE MICHOACAN SN 37603 SAN FELIPE,,"S,M,W,R,S",,,2024-05-09 14:12:05,2024-05-21 02:36:59,true,,,,21.309621246680006,-101.24730706182164,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1145610
,,,,,0620073349,,MA ASCENCION RODRIGUEZ CANO,CALLE INDEPENDENCIA 40 40 37600 SAN FELIPE,,"S,M,W,R,F,S",,,,2022-05-19 21:20:19,true,,,,21.35864032,-101.2632158,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1137433
,,,,,0620210979,,MARIA PASCUALA ORTIZ CHAVEZ,CALLE CHORRO 514 37600 SAN FELIPE,,"S,M,T,R,S",,,,2024-10-16 00:37:38,true,,,,21.47137808,-101.2233564,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1145765
MANUAL,,,,,0610154531,,VICTORIA CALVILLO TAVERA,DE LA CRUZ 100 37606 SAN FELIPE,,"S,M,W,R,F,S",,,2024-08-20 13:41:53,2024-08-27 01:00:06,true,,,,21.306704,-101.239561,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1144932
MANUAL,,,,,0600810023,,FRANCISCO JUAREZ,DILIGENCIAS 423 37600 SAN FELIPE,,"S,M,W,R,F,S",,,2024-03-05 15:25:57,2024-10-28 23:38:51,true,,,,21.473094244191675,-101.2189335337931,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1144529
,,,,,0670000245,,David Valdovinos Amezcua,36100,,,,,,2022-06-29 01:15:13,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmresequence,1179581
,,,,,0620012196,,CERESO GARRAFON,CARR GUANAJUATO PUENTECILLAS S 36000 GUANAJUATO,,,,,,2023-02-09 04:14:01,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmresequence,1179588
,,,,,0600506281,,PODER JUDICIAL DEL ESTADO DE,CIRCUITO SUPERIOR POZUELOS 1 36050 GUANAJUATO,,,,,,2022-05-19 21:20:14,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179589
,,,,,0600506341,,CFE DISTRIBUCION,PASTITA 0 36100 GUANAJUATO,,,,,,2022-05-19 21:20:05,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179590
,,,,,0620132874,,CFE SUMINISTRADOR DE SERVICIOS,PASTITA 0 36100 GUANAJUATO,,,,,,2022-05-19 21:21:10,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179592
,,,,,0600506372,,MINA BOLAÑITOS SA DE CV,MINERAL DE LA LUZ S/N 36250 GUANAJUATO,,,,,,2022-05-19 21:20:57,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179593
,,,,,0620150732,,L&V 5 MEXICO S DE RL DE CV,,,,,,,2022-05-19 21:21:08,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179596
,,,,,0620142860,,AMERICAN AXLE & MANUFACTURING,AVENIDA COMERCIANTES 1300 36100 SILAO,,,,,,2022-05-19 21:20:44,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179615
,,,,,0620179211,,FRAENKISCHE INDUSTRIAL PIPES,AV PARAISO 405 36270 SILAO,,,,,,2022-05-19 21:20:52,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179621
,,,,,0620142857,,AMERICAN AXLE & MANUFACTURING,AVENIDA COMERCIANTES 1300 36100 SILAO,,,,,,2022-05-19 21:20:24,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179622
,,,,,0620142846,,AMERICAN AXLE & MANUFACTURING,AVENIDA COMERCIANTES 1300 36100 SILAO,,,,,,2022-05-19 21:20:39,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179623
,,,,,0670000400,,Christian Josué Hernández Chav,36100,,,,,,2022-05-19 21:20:30,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179631
,,,,,0600506333,,UNIVERSIDAD DE GUANAJUATO,LACURAIN DE RETANA 5 36020 GUANAJUATO,,,,,,2022-05-19 21:20:59,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179632
,,,,,0680000461,,CARLOS DANIEL GUERRERO GUTIERR,36100,,,,,,2022-05-19 21:21:10,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179635
,,,,,0610103893,,TRIBUNAL SUPERIOR AGRARIO,CARR GTO-MARFIL KM 1.5 36020 GUANAJUATO,,,,,,2022-05-19 21:20:16,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179640
,,,,,0600506400,,GOBIERNO DEL ESTADO DE GUANA J,PASEO DE LA PRESA 103 36000 GUANAJUATO,,,,,,2022-05-19 21:20:11,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179641
,,,,,0620010691,,SISTEMA DIF DEL MUNICIPIO DE,REAL DE NORIA ALTA 17 36000 GUANAJUATO,,,,,,2022-05-19 21:20:41,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179642
,,,,,0660495901,,Cristian Ivan Marin Morales,36100,,,,,,2022-06-29 01:15:16,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmresequence,1179644
,,,,,0620124065,,AMERICAN INDUSTRIES DEL,"PASEO DE LAS COLINAS 100, A 36275 SILAO",,,,,,2022-10-10 23:21:09,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmresequence,1179645
,,,,,0610101522,,HINO MOTORS MANUFACTURING MEXI,BLVD MINERAL DE SANTA RO S/N I 36275 SILAO,,,,,,2022-05-19 21:21:04,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179647
,,,,,0620195525,,DOLORES PUGA,CALLE SUBIDA A LAS TERESAS 6 36250 GUANAJUATO,,"S,M,T,W,F,S",,,,2024-10-16 23:00:59,true,,,,20.99397708,-101.2932375,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142237
,,,,,0600600399,,TOMASA CEJA,RANCHO SAN ANTONIO CERRO PRIET 36200 ROMITA,,"S,M,W,R,F,S",,,,2022-05-19 21:20:01,true,,,,20.73036881,-101.6475813,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135130
,,,,,0620005356,,HUGO RAMIREZ LOPEZ,CALLE RURAL 3 36210 ROMITA,,"S,M,W,R,F,S",,,,2022-05-19 21:20:12,true,,,,20.814216,-101.66054,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1136276
,,,,,0620082473,,GABRIELA CONTRERAS MONTENEGRO,AV. VALLEJO 12 36203 ROMITA,,"S,M,W,F",,,,2022-05-19 21:20:48,true,,,,20.91797768,-101.6337041,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1141554
,,,,,0620073504,,JAVIER ZARAGOZA LLAMAS,LAS PLAYAS 7 36206 ROMITA,,"S,M,W,F",,,,2022-05-19 21:20:10,true,,,,20.81378021,-101.6602522,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1136243
,,,,,0620221311,,MA CONSEPCIÓN CASTRO PICENO,"CALLE LOMA BONITA 7, 7 36212 ROMITA",,,,,,2022-05-19 21:20:16,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179651
,,,,,0620207412,,CANDELARIO LUNA,CARRETERA CARR- ROMITA - SAUSI 36216 ROMITA,,"S,M,W,R,F",,,,2022-05-19 21:20:22,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179652
MANUAL,,,,,0620219866,,CLAUDIA LÓPEZ GUTIÉRREZ,"CALLE PINOS 110, 110 36210 ROMITA",,0,,,2022-02-28 11:21:29,2022-05-19 21:20:57,true,Mexico/General,,,20.883069461446397,-101.51067651808263,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179653
,,,,,0600600306,,HERMELINDA RODRIGUEZ RIVERA,CALLE OLIVOS 75 36200 ROMITA,,"S,M,W,F",,,,2022-05-19 21:20:52,true,,,,20.80138775,-101.6775935,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142120
,,,,,0620162205,,AlMA OLIVIA,CALLE JOSE CONTRERAS 16 37680 LEÓN,,"S,M,W,F",,,,2022-05-19 21:20:30,true,,,,20.91684652,-101.6336204,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138571
,,,,,0620223232,,CRISTINA HERNANDEZ VERÁ,"CALLE MIGUEL HIDALGO 21, 21 36214 ROMITA",,"S,M,W,R,F",,,,2022-05-19 21:20:23,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179661
,,,,,0610137367,,JORGE SANDOVAL RAMIREZ,CALLE MANZANARES 17 . 36210 ROMITA,,"S,M,W,F",,,,2022-05-19 21:20:18,true,,,,20.812329,-101.6608,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1137289
,,,,,0620170603,,ROSA EVELIA RANGEL AVILES,"AVENIDA VALLEJO 25, D 36204 ROMITA",,"S,M,W,R,F,S",,,,2022-05-19 21:20:28,true,,,,20.91129819,-101.6362936,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138247
,,,,,0620206682,,J REFUGIO GONZALEZ,CALLE VALLEJO 15 36214 ROMITA,,"S,M,W,F",,,,2022-05-19 21:20:55,true,Mexico/General,,,,,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1179662
,,,,,0600600053,,VINOS Y LICORES SAN JOSE,ALDAMA 4 0 36200 ROMITA,,"S,T,R,F,S",,,,2022-05-19 21:20:47,true,,,,20.872662,-101.51595,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1141265
,,,,,0600402382,,MARIA CARRILLO HERNANDEZ,SANTA TERESA S/N S/N 36000 GUANAJUATO,,"S,T,R,S",,,,2022-05-19 21:21:19,true,,,,20.95853068,-101.3185478,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1145476
,,,,,0600420246,,ROBERTO MILAN MURRIETA,SAN JOSE DE LA LUZ S/N 36000 GUANAJUATO,,"S,T,R,S",,,,2022-05-19 21:21:00,true,,,,20.9648274,-101.3151362,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1143513
MANUAL,,,,,0620043941,,IVAN CASTILLO ACOSTA,SANTA TERESA SN 36260 GUANAJUATO,,"S,M,T,W,R,S",,,2022-06-03 09:52:26,2023-04-14 01:38:04,true,,,,20.9610507,-101.3173068,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmresequence,1139128
,,,,,0600503544,,MA DOLORES LOPEZ CUELLAR,SAN ANTONIO CERRO PRIETO S/N 36200 ROMITA,,"S,M,W,R,F,S",,,,2022-05-19 21:20:37,true,,,,20.72478446,-101.6494022,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1140200
,,,,,0620215752,,MA VENTURA,CALLE TERRERO S.N 36268 GUANAJUATO,,"S,M,T,W,F,S",,,,2022-05-19 21:20:49,true,,,,21.12702821,-101.3166581,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1141732
,,,,,0620157125,,MARIA DEL CARMEN GUERRERO MORA,CALLE EJIDAL 7 36119 Silao de la Victoria,,"S,M,T,W,F",,,,2024-10-16 23:01:19,true,,,,20.96311749,-101.4195817,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1143970
,,,,,0620155498,,VERONICA AVALOS MUÑOS,CALLE GUANAJUATO 507 37610 SAN FELIPE,,"S,M,T,R,F",,,,2024-07-03 00:36:43,true,,,,21.61209373,-101.0693948,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1139531
,,,,,0620181827,,MARIA AZUCENA CLAUDIO LUCIO,CALLE BENITI JUAREZ 14 37610 SAN FELIPE,,"S,M,T,R,F",,,,2022-05-19 21:21:14,true,,,,21.61083712,-101.0710148,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1144608
MANUAL,,,,,0620223208,,LA BARRA,CALLE NUEBA DE NORIA 1 36000 GUANAJUATO,,"S,M,T,W,R,F",,,2022-06-30 10:42:09,2024-10-25 23:52:42,true,,,,21.01609829068423,-101.27206492430561,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1145667
MANUAL,,,,,0620210332,,MA DEL CARMEN TREJO,CALLE DALIA 1 36200 ROMITA,,0,,,2022-03-16 11:33:18,2022-05-19 21:20:01,true,Mexico/General,,,20.904442,-101.5231644,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1180275
,,,,,0600505002,,IRMA LOZA MUÑOZ,CALLE CARLOS MEDINA PLASCENCI 36200 ROMITA,,"S,M,W,R,F,S",,,,2022-05-19 21:21:21,true,,,,20.8926622,-101.6034246,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1145798
,,,,,0620075375,,YESENIA DÍAZ SALINAS,CASA 22 36210 ROMITA,,"S,M,T,W,F",,,,2022-05-19 21:21:19,true,,,,20.85414151,-101.5965105,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1145595
,,,,,0610053178,,MA REYES GUZMAN ROBLEDO,CASA 16 36210 ROMITA,,"S,M,T,W,F,S",,,,2022-05-19 21:20:18,true,,,,20.85376603,-101.597045,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1137069
,,,,,0620152704,,ana maria zepeda,CALLE PRINCIPAL 21 36216 Romita,,"S,M,T,W,F",,,,2022-05-19 21:21:05,true,,,,20.81485592,-101.5931916,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1143478
,,,,,0620060623,,FERNANDO DELGADO LOPEZ,CALLE CENTRAL 60 36210 ROMITA,,"S,M,T,W,F,S",,,,2022-05-19 21:19:58,true,,,,20.84398786,-101.5793589,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1134566
,,,,,0620215471,,ABARROTES MARY,CALLE PRINCIPAL PUENTECILLAS S 36260 GUANAJUATO,,"S,M,T,W,F,S",,,,2022-05-19 21:20:55,true,,,,20.93384345,-101.2788715,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142390
,,,,,0600402262,,SUSANO SILVA OLIVARES,CANADA DE BUSTOS S/N 36000 GUANAJUATO,,"S,M,W,F",,,,2024-10-23 23:05:08,true,,,,20.90254712,-101.3126616,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138085
,,,,,0620087501,,JOSE APOLINAR RODRIGUEZ CORONA,CARR. SAN JOSE DE CERVERA 52 36250 GUANAJUATO,,"S,M,T,W,F,S",,,,2022-05-19 21:20:48,true,,,,20.96320314,-101.288068,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1141186
,,,,,0600801900,,MA CARMEN GUERRERO REYNA,CERRITO DE LOS HERNANDEZ S/N 37600 SAN FELIPE,,"S,M,T,W,F,S",,,,2022-05-19 21:21:09,true,,,,21.3246875,-101.1300967,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1144233
,,,,,0620143987,,MARTHA SILVA AGUILAR,LA PURISIMA 28 36266 GUANAJUATO,,"S,M,W,F",,,,2024-10-15 00:22:06,true,,,,20.90443522,-101.3145955,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1145198
,,,,,0620151528,,maria avila anguiano,"CALLE 16 DE SEPTIEMBRE 42, a 36214 ROMITA",,"S,M,T,W,R,F",,,,2022-05-19 21:20:18,true,,,,20.86652832,-101.594397,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1137198
,,,,,0620098694,,MARIANA LOPEZ PALAFOX,"ALDAMA S/N, S/N 36264 GUANAJUATO",,"S,M,T,W,F,S",,,,2022-05-19 21:21:08,true,,,,20.91339669,-101.2549344,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1143831
,,,,,0610153337,,TAQUERIA EL FIERROS,MIRAMAR 502 37600 SAN FELIPE,,"S,M,T,W,F",,,,2023-04-20 02:41:51,true,,,,21.47363761,-101.2131221,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmresequence,1141407
,,,,,0600804551,,MARY CRUZ,PLAZUELA REFORMA S/N S/N 37600 SAN FELIPE,,"S,M,T,W,F,S",,,,2025-04-10 03:11:32,true,,,,21.487965,-101.219952,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1140836
MANUAL,,,,,0620149373,,ROSA ELIA ARGOTE PEREZ,HIDALGO 9 36100 SAN FELIPE DE TORRES MOCH,,"S,M,T,W,F,S",,,2024-01-09 12:43:21,2024-01-11 00:48:54,true,,,,21.35424201,-101.1205587,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1135277
,,,,,0620221463,,JUAN GABRIEL BARRON OLMOS,"CALLE AVENIDA JUAREZ SN, SNMSN 36000 GUANAJUATO",,"S,T,W,R,S",,,,2022-05-19 21:20:13,true,,,,21.01740011,-101.2573745,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1136448
,,,,,0600400274,,DEMETRIO LOPEZ FERNANDEZ,PRESA OLLA LOCAL 6 36000 GUANAJUATO,,"S,M,T,W,R,S",,,,2022-05-19 21:20:45,true,,,,21.00178411,-101.2389414,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1140725
,,,,,0610038275,,VILLA MARIA CRISTINA SA DE CV,PASEO DE LA PRESA DE LA OLLA 8 36000 GUANAJUATO,,"S,M,T,R,S",,,,2024-07-25 22:57:30,true,,,,21.00427945,-101.2460359,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1140256
,,,,,0620160687,,ARIANA BERENICE,CALLE PASEO DE LA PRESA 109 SN 36000 GUANAJUATO,,"S,M,T,W,R,S",,,,2024-12-28 02:02:29,true,,,,21.00317698,-101.2432898,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1140983
,,,,,0600504608,,ALICIA CHAVEZ MEDRANO,JUNTOA CANAL DE RIEGO EX HDA G 36800 ROMITA,,"S,M,T,W,R,S",,,,2022-05-19 21:20:54,true,,,,20.82749152,-101.340917,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142694
,,,,,0600403145,,MARTINA PATLAN VAZQUEZ,CONOCIDO S/N 36000 GUANAJUATO,,"S,M,T,W,R,S",,,,2022-05-19 21:21:05,true,,,,20.90063669,-101.1926688,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1143738
,,,,,0620212489,,MARIA BERTINA,CALLE CORREGIDORA 7 36256 GUANAJUATO,,"S,T,W,R,F,S",,,,2024-10-20 22:19:50,true,,,,20.89769009,-101.1931126,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138733
,,,,,0620127082,,MARIA DE JESUS RAMIREZ PARRA,SAN JUAN DEL RODEO S/N 36250 GUANAJUATO,,"S,M,W,R,F,S",,,,2024-10-15 00:22:04,true,,,,20.93152831,-101.2313581,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1145761
,,,,,0620168959,,AMELIA MUÑOZ LOPEZ,"CALLE CAMINO REAL 5, MVL5 36000 GUANAJUATO",,"S,M,T,W,R,S",,,,2024-10-18 00:16:00,true,,,,21.01199765,-101.2532062,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1138283
,,,,,0620188768,,MA DEL ROSARIO MEZA,"CALLE LAS BATEAS M2 M27 L12, M 36250 GUANAJUATO",,"S,T,R,S",,,,2024-10-16 00:32:35,true,,,,21.00805092,-101.2868654,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1144500
